label_paper_title,status,research_url,doi,main_cause_cat,main_cause_cat_abbrev,secondary_cause_cat,publication_status,working_paper_release_date,topic_subfield,source_main
"Climate Endgame: Exploring catastrophic climate change scenarios
",01_Needs prioritization/assessor rating,https://www.pnas.org/doi/10.1073/pnas.2108146119#sec-2,,"The Environment: Harm to human health, biodiversity, risks and climate change",Environment,,Published in a top journal,,GCRs,
Misperceptions and Demand for Democracy under Authoritarianism,"50_published evaluations (on PubPub, by Unjournal)",https://www.nber.org/papers/w33018,10.3386/w33018,"International cooperation and conflict, behavior of large governments; authoritarianism","International coop/conflict, govt.",,"Working paper/mimeo, not published",2024-10-01T00:00:00.000-04:00,Government accountability & misinformation,
The Effects of Firms' Lobbying on Resource Misallocation,deprioritized -- low ratings/voting,http://web.mit.edu/insong/www/pdf/misallocation.pdf,http://dx.doi.org/10.2139/ssrn.3275097,"Other: Economics/welfare, growth, policy, global markets and population","Econ., welfare, misc.",,R&R at ~top/decent journal,,Political economy,
A survey on inter-animal welfare comparisons,deprioritized - no open access version,https://docs.google.com/document/d/1n25m8kQgML-1k-jVVPG_cG275fTgYyl82umpIBM8JOg/edit,,"Attitudes and behaviors (Altruism, moral circles, animal consumption, effectiveness, political attitudes, etc.) [Psychology/behavioral economics adjacent group]","Attitudes, behaviors, psych, misinfo.",,"Published, ? journal",,stijn.bruers@gmail.com,
The Impact of PhD Studies on Mental Health—A Longitudinal Population Study,deprioritized -- low ratings/voting,https://lucris.lub.lu.se/ws/portalfiles/portal/194583123/WP24_5nb,,"Innovation, meta-science, and research",Innovation & meta-science,,Working paper/mimeo; not published in a peer-reviewed journal,,,
Forest Protection and Human Health: The Case of Malaria in the Brazilian Amazon,"deprioritized bc. of journal-publication status, authors' permission, age, etc.",https://ideas.repec.org/p/spa/wpaper/2023wpecon8.html,,Global health; “Health & well-being in low-income countries”,Global health (LMICs),,Working paper/mimeo; not published in a peer-reviewed journal,,Also falls into Env Econ,
Separable Social Welfare Evaluation for Multi-Species Populations,deprioritized -- low ratings/voting,https://budolfson.github.io/files/ZuberSpearsBudolfsonAnimalsSeparability.pdf,,Markets for products with large externalities (focus: animal agriculture),"Animal welfare, markets",Other Economics/Welfare/Growth,Working paper/mimeo; not published in a peer-reviewed journal,,,suggested - internally
"A Welfare Analysis of Policies
Impacting Climate Change","50_published evaluations (on PubPub, by Unjournal)",https://policyimpacts.org/wp-content/uploads/2024/07/MVPF_Climate_Policy.pdf,doi.org/10.3386/w32728,"The Environment: Harm to human health, biodiversity, risks and climate change",Environment,,Working paper/mimeo; not published in a peer-reviewed journal,2025-02-07T00:00:00.000-05:00,Environment/Environment and Resource economics,
Unconditional Cash Transfers: A Bayesian Meta-Analysis of Randomized Evaluations in Low and Middle Income Countries,"deprioritized bc. of journal-publication status, authors' permission, age, etc.",https://www.nber.org/papers/w32779,https://doi.org/10.3386/w32779,Economic development & governance (LMICs),Dev. econ/gov. (LMICs),,"published, decent journal ",2024-09-01T00:00:00.000-04:00,,
Intergenerational Discounting and Inequality,deprioritized -- out of scope or other subjective judgment or managerial concern,https://www.researchgate.net/publication/381520539_Intergenerational_Discounting_and_Inequality,doi.org/10.13140/RG.2.2.18112.14080,"The Environment: Harm to human health, biodiversity, risks and climate change",Environment,Other Economics/Welfare/Growth,Working paper/mimeo; not published in a peer-reviewed journal,,Environment/Environment and Resource economics,
"Therapy, Mental Health, and Human Capital Accumulation among Adolescents in Uganda","deprioritized bc. of journal-publication status, authors' permission, age, etc.",https://documents1.worldbank.org/curated/en/099552207102441963/pdf/IDU1007db5cd16b2f146811a516124d1708f3085.pdf,,Economic development & governance (LMICs),Dev. econ/gov. (LMICs),Global health (LMICs),"published, decent journal ",2024-07-01T00:00:00.000-04:00,,
Interventions that influence animal-product consumption: A meta-review ,deprioritized -- out of scope or other subjective judgment or managerial concern,https://www.sciencedirect.com/science/article/pii/S2666833521000976,https://doi.org/10.1016/j.fufo.2021.100111,"Attitudes and behaviors (Altruism, moral circles, animal consumption, effectiveness, political attitudes, etc.) [Psychology/behavioral economics adjacent group]","Attitudes, behaviors, psych, misinfo.","Animal Welfare (markets, attitudes)","Published, ? journal",,,internal-NBER
Deadweight Losses or Gains from In-kind Transfers? Experimental Evidence from India,10_seeking_(more)_evaluators,https://www.dropbox.com/scl/fi/q4ur1sx9p1wtzew7vxira/Manuscript-Cash_or_Kind-20May-2025.pdf?rlkey=o7fy9utxq7gfhpxk4wr58srit&dl=0,,Economic development & governance (LMICs),Dev. econ/gov. (LMICs),,Working paper/mimeo; not published in a peer-reviewed journal,,Cash transfers,
"Delegation Risk and Implementation at Scale:
Evidence from a Migration Loan Program in Bangladesh",01_Needs prioritization/assessor rating,https://ashishenoy.github.io/Website/Paper_NLS_Evaluation.pdf,,Economic development & governance (LMICs),Dev. econ/gov. (LMICs),,Working paper/mimeo; not published in a peer-reviewed journal,2024-05-15T00:00:00.000-04:00,Development/Development Economics,
"Machine learning predicts which rivers, streams, and wetlands the Clean Water Act regulates.","deprioritized bc. of journal-publication status, authors' permission, age, etc.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11008676/,https://doi.org/10.1126/science.adi3794,"The Environment: Harm to human health, biodiversity, risks and climate change",Environment,,"Published, ~top journal",2024-01-25T00:00:00.000-05:00,"Environmental science,Environment/Environment and Resource economics",
The Macroeconomic Impact of Climate Change: Global vs. Local Temperature ,"50_published evaluations (on PubPub, by Unjournal)",https://dkaenzig.github.io/diegokaenzig.com/Papers/bk_micc.pdf,doi.org/ 10.3386/w32450,"The Environment: Harm to human health, biodiversity, risks and climate change",Environment,,Revise and resubmit,2024-08-01T00:00:00.000-04:00,,
Global potential for natural regeneration in deforested tropical regions,"50_published evaluations (on PubPub, by Unjournal)",https://www.nature.com/articles/s41586-024-08106-4,https://doi.org/10.21203/rs.3.rs-3235955/v1,"The Environment: Harm to human health, biodiversity, risks and climate change",Environment,,Working paper/mimeo; not published in a peer-reviewed journal,,,
China and the U.S. produce more impactful AI research when collaborating together,deprioritized -- low ratings/voting,https://arxiv.org/abs/2304.11123,https://doi.org/10.1038/s41598-024-79863-5,Emerging technologies: social and economic impacts (focus: AI),Social impact of tech/AI,,"Published, ? journal",2023-04-21T00:00:00.000-04:00,,
Adjusting for Scale-Use Heterogeneity in Self-Reported Well-Being,10_seeking_(more)_evaluators,https://www.nber.org/papers/w31728,doi.org/10.3386/w31728,"Health and well-being (global, including wealthy countries)",Health (all countries),Other Economics/Welfare/Growth,Working paper/mimeo; not published in a peer-reviewed journal,2023-12-01T00:00:00.000-05:00,well-being,
Asymmetry in Civic Information: An Experiment on Tax Participation among Informal Firms in Togo,"50_published evaluations (on PubPub, by Unjournal)",https://www.dropbox.com/scl/fi/kgj5d5hr97t52xl1jhabs/Blimpo-Castaneda-Dower2025-Training-Taxation-Informal-Firms-Togo.pdf?rlkey=y3naz50zukfnm1okfk7js9ktd&dl=0,https://novafrica.org/wp-content/uploads/2021/11/2021.12.10_Moussa-Blimpo.pdf,Economic development & governance (LMICs),Dev. econ/gov. (LMICs),,Unpublished,2021-10-01T00:00:00.000-04:00,"causal inference,Development/Development Economics,Economics of Information,Firm Behavior,Taxation",
The Effect of Public Science on Corporate R&D,"50_published evaluations (on PubPub, by Unjournal)",https://www.nber.org/papers/w31899,doig.org/10.3386/w31899,"Innovation, meta-science, and research",Innovation & meta-science,,Working paper/mimeo; not published in a peer-reviewed journal,2023-11-01T00:00:00.000-04:00,Innovation and R&D,
"Social Safety Nets, Women’s Economic
Achievements and Agency",30_contacting/awaiting_authors_response_to_evaluation,https://www.dropbox.com/scl/fo/aqogqaeo4cchhyqlh1840/AJIvGRT6Gc_3t1dq42KtJN0?rlkey=kg5ps35hk57rfznzt4w7gs41b&st=phfzaxcu&dl=0,,Economic development & governance (LMICs),Dev. econ/gov. (LMICs),,R&R at ~top/decent journal,2024-03-05T00:00:00.000-05:00,"Poverty and Wellbeing,cash grants,Development/Development Economics",
Resilience Reconsidered: The need for modelling resilience in food distribution and trade relations in post-nuclear war recovery,01_Needs prioritization/assessor rating,https://www.researchgate.net/publication/378825936_Resilience_Reconsidered_The_need_for_modelling_resilience_in_food_distribution_and_trade_relations_in_post-nuclear_war_recovery/link/65f413561f0aec67e29005dc/download?_tp=eyJjb250ZXh0Ijp7ImZpcnN0UGFnZSI6InB1YmxpY2F0aW9uRGlyZWN0b3J5IiwicGFnZSI6InB1YmxpY2F0aW9uIn19,doi.org/10.13140/RG.2.2.29372.45446/1,"Catastrophic and existential risks,  the long-term future, forecasting","Catastrophic & X-risk, LT, forecasting",,Working paper/mimeo; not published in a peer-reviewed journal,,"Environment/Environment and Resource economics,Globalization and International Relations/Global policy,Food Systems/Food Security,Policymaker decision-making,International trade and welfare,Environmental science",
Partisan Disparities in the Use of Science in Policy,deprioritized -- low ratings/voting,https://www.ipr.northwestern.edu/our-work/working-papers/2024/wp-24-05.html,,"Innovation, meta-science, and research",Innovation & meta-science,,Working paper/mimeo; not published in a peer-reviewed journal,2024-01-29T00:00:00.000-05:00,the economics of science and innovation,
Quantifying the Benefit of Artificial Intelligence for Scientific Research,"deprioritized bc. of journal-publication status, authors' permission, age, etc.",https://arxiv.org/abs/2304.10578,https://doi.org/10.48550/arXiv.2304.10578,Emerging technologies: social and economic impacts (focus: AI),Social impact of tech/AI,"Catastrophic & existential risks, the long-term future, forecasting",Working paper/mimeo; not published in a peer-reviewed journal,2023-04-17T00:00:00.000-04:00,Innovation and R&D,
When Product Markets Become Collective Traps: The Case of Social Media,deprioritized -- low ratings/voting,https://bfi.uchicago.edu/wp-content/uploads/2023/10/BFI_WP_2023-131.pdf,doi.org/10.3386/w31771,"Other: Economics/welfare, growth, policy, global markets and population","Econ., welfare, misc.",,R&R at ~top/decent journal,2023-10-01T00:00:00.000-04:00,"Welfare and collective choice,consumer preferences",
The advancement of artificial intelligence in biomedical research and health innovation: challenges and opportunities in emerging economies,01_Needs prioritization/assessor rating,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4672439,"GonçalvesLeoneldaSilva,Renan,Theroleofautonomousexperimentationinbiomedicalsciencesandhealthinnovation:Challengesandopportunitiesinemergingeconomies(January3,2024).AvailableatSSRN:https://ssrn.com/abstract=4672439orhttp://dx.doi.org/10.2139/ssrn.4672439",Emerging technologies: social and economic impacts (focus: AI),Social impact of tech/AI,Economic development & governance (LMICs),"Published, ? journal",2024-01-07T00:00:00.000-05:00,Innovation and R&D,
Willful Ignorance and Moral Behavior,"50_published evaluations (on PubPub, by Unjournal)",https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3938994,https://dx.doi.org/10.2139/ssrn.3938994,Markets for products with large externalities (focus: animal agriculture),"Animal welfare, markets","Animal Welfare (markets, attitudes)",Working paper/mimeo; not published in a peer-reviewed journal,,Animal welfare,
Welfare costs of catastrophes: lost consumption and lost lives,01_Needs prioritization/assessor rating,https://mitsloan.mit.edu/shared/ods/documents?PublicationDocumentID=7763,,"Catastrophic and existential risks,  the long-term future, forecasting","Catastrophic & X-risk, LT, forecasting",Other Economics/Welfare/Growth,"Published, ~top journal",,,internal-from-syllabus-agenda-policy-database
Meta-Analysis and Public Policy: Reconciling the Evidence on Deworming,"deprioritized bc. of journal-publication status, authors' permission, age, etc.",https://scholar.harvard.edu/files/kcroke/files/nber_deworming_2022.pdf,,Global health; “Health & well-being in low-income countries”,Global health (LMICs),Economic development & governance (LMICs),Working paper/mimeo; not published in a peer-reviewed journal,,Health Policy/Health economics,suggested - externally - NGO
Legalizing Entrepreneurship,"50_published evaluations (on PubPub, by Unjournal)",https://www.nber.org/papers/w30624,https://doi.org/10.3386/w30624,Economic development & governance (LMICs),Dev. econ/gov. (LMICs),Other Economics/Welfare/Growth,Working paper/mimeo; not published in a peer-reviewed journal,2022-11-01T00:00:00.000-04:00,"Development/Development Economics,Labor Economics,Labor Supply and Demand,Other,Law and Economics,Industrial Organization,Firm Behavior,Migration",internal-NBER
Challenges in Constructing a Survey-Based Well-Being Index,deprioritized -- low ratings/voting,https://www.nber.org/papers/w23111,,Empirical methods,"Empirical methods, measurement",Economic development & governance (LMICs),"Published, ~top journal",,"Econometrics,Data Collection,Microeconomics,Health, Education, and Welfare,Poverty and Wellbeing",suggested - internally
"Utilitarianism for animals, Kantianism for people.  Harming Animals and Humans for the Greater Good.",deprioritized -- low ratings/voting,http://files.luciuscaviola.com/Caviola-et-al_2020_JEPG.pdf,,"Attitudes and behaviors (Altruism, moral circles, animal consumption, effectiveness, political attitudes, etc.) [Psychology/behavioral economics adjacent group]","Attitudes, behaviors, psych, misinfo.","Animal Welfare (markets, attitudes)","published, decent journal ",,,suggested - externally
Does Conservation Work in General Equilibrium?,"50_published evaluations (on PubPub, by Unjournal)",https://www.dropbox.com/scl/fi/0uv69awcp37tkaozdlmm7/ConservationGeneralEquilibrium_SalazarRestrepo_LeiteMariante_20240312.pdf?rlkey=9e2nx6h50xbaiji94tattvpsn&dl=0,,"Other: Economics/welfare, growth, policy, global markets and population","Econ., welfare, misc.","Environment, biodiversity, climate,Animal Welfare (markets, attitudes)",Working paper/mimeo; not published in a peer-reviewed journal,2023-12-08T00:00:00.000-05:00,Environment/Environment and Resource economics,
Averting Catastrophes that Kill,"deprioritized bc. of journal-publication status, authors' permission, age, etc.",https://www.nber.org/system/files/working_papers/w23346/w23346.pdf,,"Other: Theory and philosophy, artificial intelligence, natural science, etc.","Other: Theory, etc. ",,Working paper/mimeo; not published in a peer-reviewed journal,,"Microeconomics,Economics of Information,Public Economics,National Fiscal Issues,Environment/Environment and Resource economics",internal-NBER
When Celebrities Speak: A Nationwide Twitter Experiment Promoting Vaccination In Indonesia,"50_published evaluations (on PubPub, by Unjournal)",https://web.stanford.edu/~arungc/ACMOP.pdf,https://doi.org/10.1093/ej/uead102,Global health; “Health & well-being in low-income countries”,Global health (LMICs),"Pandemic, disease, and bio-risks","Published, ~top journal",2019-02-25T00:00:00.000-05:00,"Microeconomics,Economics of Information,Health, Education, and Welfare,Development and Growth,Innovation and R&D,Health Policy/Health economics",internal-NBER
Rationalizing risk aversion in science,01_Needs prioritization/assessor rating,https://arxiv.org/abs/2306.13816,https://doi.org/10.1371/journal.pbio.3002750,"Innovation, meta-science, and research",Innovation & meta-science,Other Economics/Welfare/Growth,"Published, ? journal",2024-02-01T00:00:00.000-05:00,"Metascience,the economics of science and innovation",suggested - internally
Is Power-Seeking AI an Existential Risk?,deprioritized -- low ratings/voting,https://arxiv.org/abs/2206.13353,,"Catastrophic and existential risks,  the long-term future, forecasting","Catastrophic & X-risk, LT, forecasting",,Working paper/mimeo; not published in a peer-reviewed journal,,,suggested - externally - NGO
Mental health improves on sunnier days of the year.,deprioritized -- low ratings/voting,https://osf.io/bj4kr/,,"Health and well-being (global, including wealthy countries)",Health (all countries),Altruism & charity,Working paper/mimeo; not published in a peer-reviewed journal,,,submitted (by author(s))
Economic vs. Epidemiological Approaches to Measuring the Human Capital Impacts of Infectious Disease Elimination,"50_published evaluations (on PubPub, by Unjournal)",https://www.nber.org/papers/w30202,https://doi.org/10.3386/w30202,Global health; “Health & well-being in low-income countries”,Global health (LMICs),Economic development & governance (LMICs),Working paper/mimeo; not published in a peer-reviewed journal,2022-07-01T00:00:00.000-04:00,Health Policy/Health economics,
The AI dilemma: Growth versus existential risk,deprioritized -- low ratings/voting,https://www.nber.org/papers/w31837,,"Catastrophic and existential risks,  the long-term future, forecasting","Catastrophic & X-risk, LT, forecasting",Other Economics/Welfare/Growth,Working paper/mimeo; not published in a peer-reviewed journal,,,suggested - internally
No Great Equalizer: Experimental Evidence on AI in the UK Labor Market,deprioritized -- low ratings/voting,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4594466,http://dx.doi.org/10.2139/ssrn.4594466,Emerging technologies: social and economic impacts (focus: AI),Social impact of tech/AI,,Working paper/mimeo; not published in a peer-reviewed journal,2023-11-02T00:00:00.000-04:00,Labor Economics,
Money (Not) to Burn: Payments for Ecosystem Services to Reduce Crop Residue Burning,"50_published evaluations (on PubPub, by Unjournal)",https://seemajayachandran.com/money_not_to_burn.pdf,https://doi.org/10.1257/aeri.20230431,Economic development & governance (LMICs),Dev. econ/gov. (LMICs),"Environment, biodiversity, climate","Published, ~top journal",2022-08-11T00:00:00.000-04:00,"Health, Education, and Welfare",suggested - externally - NGO
Selecting the Most Effective Nudge: Evidence from a Large-Scale Experiment on Immunization,"50_published evaluations (on PubPub, by Unjournal)",https://arxiv.org/abs/2104.09645v2,https://doi.org/10.3386/w28726,Global health; “Health & well-being in low-income countries”,Global health (LMICs),,Forthcoming,,"Global Health/ interventions,Policy",suggested - externally - NGO
A systematic review and meta-analysis of the impact of cash transfers on subjective well-being and mental health in low- and middle-income countries`,"deprioritized bc. of journal-publication status, authors' permission, age, etc.",https://www.nature.com/articles/s41562-021-01252-z,https://doi.org/10.1038/s41562-021-01252-z,Global health; “Health & well-being in low-income countries”,Global health (LMICs),Economic development & governance (LMICs),"published, decent journal ",,,
The Past and Future of Economic Growth: A Semi-Endogenous Perspective,deprioritized -- low ratings/voting,https://www.nber.org/papers/w29126,https://doi.org/10.1146/annurev-economics-080521-012458,"Other: Economics/welfare, growth, policy, global markets and population","Econ., welfare, misc.",,"published, decent journal ",,"Development and Growth,Policy",internal-NBER
How Will Hen Welfare Be Impacted by the Transition to Cage-Free Housing?,deprioritized -- low ratings/voting,https://www.openphilanthropy.org/research/how-will-hen-welfare-be-impacted-by-the-transition-to-cage-free-housing/,,Markets for products with large externalities (focus: animal agriculture),"Animal welfare, markets",,Published - CHECK,,Animal welfare,suggested - externally - NGO
"The Long-Run Effects of Psychotherapy on Depression, Beliefs, and Economic Outcomes","50_published evaluations (on PubPub, by Unjournal)",https://jondequidt.com/pdfs/psychotherapy-depression.pdf,https://doi.org/10.3386/w30011,Global health; “Health & well-being in low-income countries”,Global health (LMICs),"Health & well-being (all countries) ,Attitudes & behaviors ,Economic development & governance (LMICs)",Working paper/mimeo; not published in a peer-reviewed journal,2023-01-31T00:00:00.000-05:00,"Mental Health Interventions,Global Health/ interventions",suggested - externally - NGO
Monetary incentives increase COVID-19 vaccinations,01_Needs prioritization/assessor rating,https://www.science.org/doi/10.1126/science.abm0475?cookieSet=1,doi.org/10.1126/science.abm0475,"Communicable diseases, bio-security and pandemic preparedness, biological risks",Disease & bio-risk,Other Economics/Welfare/Growth,"Published, ~top journal",,Health Policy/Health economics,submitted (by author(s))
How Much Would Reducing Lead Exposure Improve Children’s Learning in the Developing World?,"50_published evaluations (on PubPub, by Unjournal)",https://www.cgdev.org/sites/default/files/how-much-would-reducing-lead-exposure-improve-childrens-learning-developing-world.pdf,10.1093/wbro/lkae010,Global health; “Health & well-being in low-income countries”,Global health (LMICs),,"Published, uncertain peer review",2023-07-01T00:00:00.000-04:00,"Health, Education, and Welfare",suggested - externally
The Psychology of Existential Risk: Moral Judgments about Human Extinction,deprioritized -- low ratings/voting,https://www.nature.com/articles/s41598-019-50145-9,https://doi.org/10.1038/s41598-019-50145-9,"Attitudes and behaviors (Altruism, moral circles, animal consumption, effectiveness, political attitudes, etc.) [Psychology/behavioral economics adjacent group]","Attitudes, behaviors, psych, misinfo.",,"published, decent journal ",,,internal-from-syllabus-agenda-policy-database
Seeking Evidence: Which Studies Do Policymakers Prefer?,authors rejected/blocked us,,,"Other: Economics/welfare, growth, policy, global markets and population","Econ., welfare, misc.",,"published, decent journal ",,"Global Health/ interventions,Policymaker decision-making,expert beliefs, prediction markets, etc.",suggested - internally
Bardhan’s Targeting the Hard Core Poor Program: A qualitative study on participants’ ascent out of extreme poverty,deprioritized -- low ratings/voting,https://www.findevgateway.org/sites/default/files/publications/files/bandhan-thp-_a_qualitative_study_on_participants_ascent_out_of_extreme_poverty_.pdf,,Economic development & governance (LMICs),Dev. econ/gov. (LMICs),,,,,suggested - internally
The end of economic growth? Unintended consequences of a declining population,"deprioritized bc. of journal-publication status, authors' permission, age, etc.",https://www.nber.org/papers/w26651,,"Other: Economics/welfare, growth, policy, global markets and population","Econ., welfare, misc.",,"Published, ~top journal",,"Development and Growth,Policy",internal-NBER
Should Aid Reward Performance? Evidence from a Field Experiment on Health and Education in Indonesia,"deprioritized bc. of journal-publication status, authors' permission, age, etc.",https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=d8c3c3552bb19ba8c2c667e3d795fdfd940f0e8f,,Economic development & governance (LMICs),Dev. econ/gov. (LMICs),Global health (LMICs),"Published, ~top journal",,,suggested - externally
Frontier AI Regulation,deprioritized -- low ratings/voting,https://arxiv.org/abs/2307.03718,https://doi.org/10.48550/arXiv.2307.03718,Emerging technologies: social and economic impacts (focus: AI),Social impact of tech/AI,,Working paper/mimeo; not published in a peer-reviewed journal,2023-11-07T00:00:00.000-05:00,AI Alignment/AI Safety,
Artificial Intelligence and Economic Growth,"50_published evaluations (on PubPub, by Unjournal)",https://www.nber.org/papers/w23928,doi.org/10.3386/w23928,Emerging technologies: social and economic impacts (focus: AI),Social impact of tech/AI,Other Economics/Welfare/Growth,book chapter,2017-10-01T00:00:00.000-04:00,"Development and Growth,Innovation and R&D,Policy",internal-from-syllabus-agenda-policy-database
Quadratic Funding with Incomplete Information,deprioritized -- low ratings/voting,https://globalprioritiesinstitute.org/wp-content/uploads/Luis-V.-M.-Freitas-Wilfredo-L.-Maldonado-Quadratic-Funding-with-Incomplete-Information.pdf,,"Other: Economics/welfare, growth, policy, global markets and population","Econ., welfare, misc.",,Working paper/mimeo; not published in a peer-reviewed journal,,,suggested - internally
The Impact of Artificial Intelligence on Innovation,deprioritized -- low ratings/voting,nber.org/papers/w24449,,Emerging technologies: social and economic impacts (focus: AI),Social impact of tech/AI,"Innovation, meta-science, & research",book chapter,,"Industrial Organization,Market Structure and Firm Performance",internal-NBER
Saving for a lean Season,authors rejected/blocked us,https://www.dropbox.com/s/u3zah3pxm9vtnm0/Saving%20for%20a%20lean%20Season.pdf?dl=0,,Economic development & governance (LMICs),Dev. econ/gov. (LMICs),Global health (LMICs),Working paper/mimeo; not published in a peer-reviewed journal,,,submitted (by author(s))
AI-tocracy,"deprioritized bc. of journal-publication status, authors' permission, age, etc.",https://core.ac.uk/download/511315653.pdf,https://doi.org/10.1093/qje/qjad012,Emerging technologies: social and economic impacts (focus: AI),Social impact of tech/AI,"International conflict, governance, authoritarianism","Published, ~top journal",,"Industrial Organization,Development and Growth,Innovation and R&D,Economic Systems,Policy",internal-NBER
Artificial Intelligence and the Modern Productivity Paradox: A Clash of Expectations and Statistics,deprioritized -- low ratings/voting,https://www.nber.org/papers/w24001,,Emerging technologies: social and economic impacts (focus: AI),Social impact of tech/AI,Other Economics/Welfare/Growth,Working paper/mimeo; not published in a peer-reviewed journal,,"Development and Growth,Microeconomics,Innovation and R&D,Policy",internal-NBER
A synthesis of evidence for policy from behavioural science during COVID-19,deprioritized -- low ratings/voting,https://www.nature.com/articles/s41586-023-06840-9,,"Innovation, meta-science, and research",Innovation & meta-science,"Pandemic, disease, and bio-risks","Published, ~top journal",,"Attitudes and behaviors (Altruism, moral circles, animal consumption, effectiveness, political attitudes, etc.),Attitudes and behaviors (Altruism, moral circles, animal consumption, effectiveness, political attitudes, etc.)",
Laboratory Safety and Research Productivity,deprioritized -- low ratings/voting,https://www.hbs.edu/ris/Publication%20Files/22-072_fcb4ee52-5af5-4c82-976a-dd47cf054218.pdf,https://doi.org/10.1016/j.respol.2023.104827,"Innovation, meta-science, and research",Innovation & meta-science,"Catastrophic & existential risks, the long-term future, forecasting","Published, ? journal",,,internal-NBER
The Governance Of Non-Profits And Their Social Impact: Evidence From A Randomized Program In Healthcare In DRC,"50_published evaluations (on PubPub, by Unjournal)",https://www.nber.org/system/files/working_papers/w30391/w30391.pdf,https://doi.org/10.1287/mnsc.2023.4846,Global health; “Health & well-being in low-income countries”,Global health (LMICs),Economic development & governance (LMICs),"published, decent journal ",2022-08-29T00:00:00.000-04:00,"Health, Education, and Welfare,Education,Development and Growth,Development/Development Economics,Health Policy/Health economics",internal-NBER
Happiness for the whole family,deprioritized -- out of scope or other subjective judgment or managerial concern,https://www.happierlivesinstitute.org/report/happiness-for-the-whole-family/,,Economic development & governance (LMICs),Dev. econ/gov. (LMICs),"Other Economics/Welfare/Growth,Attitudes & behaviors ",Working paper/mimeo; not published in a peer-reviewed journal,,,suggested - externally
Effects of Emigration on Rural Labor Markets,"50_published evaluations (on PubPub, by Unjournal)","https://www.nber.org/papers/w23929#:~:text=Emigration%20could%20benefit%20landless%20village,productivity%20if%20skilled%20workers%20leave",doi.org/10.3386/w23929,Economic development & governance (LMICs),Dev. econ/gov. (LMICs),Other Economics/Welfare/Growth,Working paper/mimeo; not published in a peer-reviewed journal,,"Development/Development Economics,Development and Growth,Regional and Urban Economics,Migration",internal-NBER
"International AI Institutions: A Literature Review of Models, Examples, and Proposals",deprioritized -- low ratings/voting,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4579773,,"Catastrophic and existential risks,  the long-term future, forecasting","Catastrophic & X-risk, LT, forecasting",,Published - CHECK,,,suggested - internally
"Policies, Projections, and the Social Cost of Carbon: Results from the DICE-2023 Model",deprioritized -- low ratings/voting,https://www.nber.org/papers/w31112,,"The Environment: Harm to human health, biodiversity, risks and climate change",Environment,,"Published, ~top journal",,,internal-NBER
Water Treatment and Child Mortality: A Meta-analysis and Cost-effectiveness Analysis,"50_published evaluations (on PubPub, by Unjournal)",https://bfi.uchicago.edu/wp-content/uploads/2023/01/BFI_WP_2022-26-2.pdf,doi.org/10.3386/w30835,Global health; “Health & well-being in low-income countries”,Global health (LMICs),,Working paper/mimeo; not published in a peer-reviewed journal,,Health Policy/Health economics,suggested - externally - NGO
Cognitive behavior therapy reduces crime and violence over 10 years: Experimental evidence,"deprioritized bc. of journal-publication status, authors' permission, age, etc.",,https://doi.org/10.1257/aeri.20220427,Economic development & governance (LMICs),Dev. econ/gov. (LMICs),Economic development & governance (LMICs),Published - CHECK,,,suggested - internally
Serendipity in Science,deprioritized -- low ratings/voting,https://arxiv.org/abs/2308.07519,https://doi.org/10.48550/arXiv.2308.07519,"Innovation, meta-science, and research",Innovation & meta-science,,Working paper/mimeo; not published in a peer-reviewed journal,2023-08-15T00:00:00.000-04:00,Metascience,
Incentives and Creativity: Evidence from the Academic Life Sciences,"deprioritized bc. of journal-publication status, authors' permission, age, etc.",https://www.nber.org/papers/w15466,doi.org/10.3386/w15466,"Innovation, meta-science, and research",Innovation & meta-science,,"published, decent journal ",2011-12-01T00:00:00.000-05:00,"Development and Growth,Innovation and R&D",internal-NBER
The Comparative Impact of Cash Transfers and a Psychotherapy Program on Psychological and Economic Well-being,"50_published evaluations (on PubPub, by Unjournal)",https://www.nber.org/papers/w28106,doi.org/10.3386/w28106,Global health; “Health & well-being in low-income countries”,Global health (LMICs),Economic development & governance (LMICs),Working paper/mimeo; not published in a peer-reviewed journal,2020-11-21T00:00:00.000-05:00,"Econometrics,Experimental Design/Experimental economics,Microeconomics,Behavioral Economics,Development and Growth,Development/Development Economics",internal-NBER
"Artificial intelligence, globalization, and strategies for economic development",deprioritized -- low ratings/voting,https://www.nber.org/papers/w28453,,Emerging technologies: social and economic impacts (focus: AI),Social impact of tech/AI,Economic development & governance (LMICs),Working paper/mimeo; not published in a peer-reviewed journal,,"International Economics,Globalization and International Relations/Global policy,Development and Growth,Innovation and R&D",internal-NBER
How Effective Is (More) Money? Randomizing Unconditional Cash Transfer Amounts in the US,"50_published evaluations (on PubPub, by Unjournal)",https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4154000,https://doi.org/10.2139/ssrn.4154000,"Other: Economics/welfare, growth, policy, global markets and population","Econ., welfare, misc.",,Working paper/mimeo; not published in a peer-reviewed journal,2022-12-19T00:00:00.000-05:00,,suggested - externally
